month,maxpsi,airqualitydesc,airqualitylevel,yearmonthstr,ascott_month_open,ascott_month_close,ascott_month_trend,genting_month_open,genting_month_close,genting_month_trend,hotel_prop_month_open,hotel_prop_month_close,hotel_prop_month_trend,mandarin_month_open,mandarin_month_close,mandarin_month_trend,singair_month_open,singair_month_close,singair_month_trend,tourist_month,total_international,total_international_1,total_international_trend,southeast_asia,southeast_asia_1,southeast_asia_trend,greater_china,greater_china_1,greater_china_trend,north_asia,north_asia_1,north_asia_trend,south_asia,south_asia_1,south_asia_trend,west_asia,west_asia_1,west_asia_trend,americas,americas_1,americas_trend,oceania,oceania_1,oceania_trend,africa,africa_1,africa_trend,others,others_1,others_trend
201803,91,Elevated,2,201803,1.16,1.13,Downtrend,1.15,1.08,Downtrend,3.78,3.71,,2.2,2.39,Uptrend,11.05,10.84,Downtrend,201803,1584406,1491970,Uptrend,553248,451842,Uptrend,349144,452920,Downtrend,132206,121367,Uptrend,130137,102173,Uptrend,20025,11038,Uptrend,85412,76081,Uptrend,96834,70871,Uptrend,6658,4721,Uptrend,1,3,Downtrend
201704,95,Elevated,2,201704,1.09,1.095,Uptrend,1.025,1.115,Uptrend,3.97,4.0,,1.32,1.43,Uptrend,10.14,10.25,Uptrend,201704,1470750,1480161,Downtrend,555812,534535,Uptrend,338068,328080,Uptrend,95081,126243,Downtrend,134505,107296,Uptrend,12708,22042,Downtrend,55815,72468,Downtrend,108477,95041,Uptrend,7204,5581,Uptrend,0,0,Downtrend
201208,60,Elevated,2,201208,1.14005,1.15859,Uptrend,1.3,1.365,Uptrend,2.23,2.54,,1.30159,1.31574,Uptrend,10.61,10.65,Uptrend,201208,1313604,1283611,Uptrend,517640,481014,Uptrend,,,Downtrend,,,Downtrend,84393,89931,Downtrend,16915,15998,Uptrend,46627,55958,Downtrend,91192,120708,Downtrend,5119,5822,Downtrend,47,14,Uptrend
201205,53,Normal,1,201205,1.02883,0.97322,Downtrend,1.73,1.5,Downtrend,1.955,1.885,,1.49966,1.20727,Downtrend,10.72,10.4,Downtrend,201205,1146448,1201953,Downtrend,490836,493900,Downtrend,,,Downtrend,,,Downtrend,142003,98688,Uptrend,8702,10029,Downtrend,46711,47323,Downtrend,84044,92969,Downtrend,4469,6223,Downtrend,3,1,Uptrend
201304,59,Elevated,2,201304,1.27909,1.30226,Uptrend,1.49,1.535,Uptrend,3.3,3.45,,1.52795,1.61756,Uptrend,10.84,11.1,Uptrend,201304,1274246,1368891,Downtrend,497388,523832,Downtrend,,,Downtrend,,,Downtrend,101705,91079,Uptrend,11626,14304,Downtrend,52338,62010,Downtrend,104538,95908,Uptrend,5071,5774,Downtrend,59,587,Downtrend
201808,72,Elevated,2,201808,1.08,1.09,Uptrend,1.29,1.07,Downtrend,3.87,3.65,,2.34,2.11,Downtrend,9.86,9.8,Downtrend,201808,1683122,1732896,Downtrend,509153,583679,Downtrend,487260,470287,Uptrend,163269,125988,Uptrend,130017,145372,Downtrend,21407,19564,Uptrend,60749,76824,Downtrend,97398,126694,Downtrend,7840,8272,Downtrend,4,2,Uptrend
200910,58,Elevated,2,200910,0.88226,0.97416,Uptrend,1.12,1.08,Downtrend,2.32,2.09,,1.20727,1.19784,Downtrend,13.6,13.6,Downtrend,200910,844953,799496,Uptrend,314781,339293,Downtrend,,,Downtrend,,,Downtrend,85135,72841,Uptrend,7365,8743,Downtrend,41428,30958,Uptrend,92106,83704,Uptrend,6708,5116,Uptrend,3,1,Uptrend
201309,47,Normal,1,201309,1.10761,1.16786,Uptrend,1.325,1.435,Uptrend,2.97,3.08,,1.47608,1.52795,Uptrend,9.6,10.44,Uptrend,201309,1176142,1483520,Downtrend,445923,585102,Downtrend,,,Downtrend,,,Downtrend,84032,90823,Downtrend,11861,24739,Downtrend,43109,49860,Downtrend,117498,91154,Uptrend,5868,5365,Uptrend,18,29,Downtrend
200909,64,Elevated,2,200909,0.80873,0.88685,Uptrend,0.96636,1.12,Uptrend,2.02,2.33,,1.245,1.25443,Uptrend,12.86,13.78,Uptrend,200909,799496,844649,Downtrend,339293,289154,Uptrend,,,Downtrend,,,Downtrend,72841,73878,Downtrend,8743,12389,Downtrend,30958,40065,Downtrend,83704,77091,Uptrend,5116,6806,Downtrend,1,0,Uptrend
201201,49,Normal,1,201201,0.92687,0.91761,Downtrend,1.515,1.63,Uptrend,1.735,1.92,,1.39119,1.49966,Uptrend,10.17,11.1,Uptrend,201201,1198507,1216637,Downtrend,432506,560480,Downtrend,,,Downtrend,,,Downtrend,73360,102226,Downtrend,10230,12264,Downtrend,51653,47529,Uptrend,107329,96626,Uptrend,6118,9645,Downtrend,40,6,Uptrend
201707,65,Elevated,2,201707,1.155,1.19,Uptrend,1.085,1.165,Uptrend,3.93,3.98,,1.995,2.02,Uptrend,10.1,10.39,Uptrend,201707,1632135,1387601,Uptrend,560387,567156,Downtrend,455964,283320,Uptrend,121532,102427,Uptrend,123743,156862,Downtrend,20463,12753,Uptrend,66833,64461,Uptrend,122061,98259,Uptrend,6964,4433,Uptrend,1,2,Downtrend
201710,80,Elevated,2,201710,1.175,1.195,Uptrend,1.17,1.22,Uptrend,3.79,4.0,,2.19,2.2,Uptrend,10.09,10.27,Uptrend,201710,1402299,1320050,Uptrend,501024,464113,Uptrend,313669,289803,Uptrend,118060,117359,Uptrend,144299,128319,Uptrend,11036,13738,Downtrend,54388,48314,Uptrend,104578,114852,Downtrend,5635,5458,Uptrend,0,1,Downtrend
201605,81,Elevated,2,201605,1.08828,1.09787,Uptrend,0.815,0.74,Downtrend,3.52,3.5,,1.48,1.445,Downtrend,11.46,10.68,Downtrend,201605,1357546,1393975,Downtrend,541795,516059,Uptrend,,,Downtrend,,,Downtrend,164574,121482,Uptrend,11708,12264,Downtrend,50578,52572,Downtrend,75598,105445,Downtrend,4952,6315,Downtrend,0,1,Downtrend
201203,52,Normal,1,201203,0.98712,0.98712,Downtrend,1.615,1.705,Uptrend,1.91,1.955,,1.67415,1.52324,Downtrend,11.02,10.77,Downtrend,201203,1243133,1134554,Uptrend,484166,424993,Uptrend,,,Downtrend,,,Downtrend,82938,78699,Uptrend,15711,10478,Uptrend,60074,54048,Uptrend,79598,71466,Uptrend,5867,4526,Uptrend,0,97,Downtrend
200901,51,Normal,1,200901,0.54681,0.51465,Downtrend,0.43534,0.4162,Downtrend,1.12,1.06,,0.91489,0.75455,Downtrend,11.4,11.14,Downtrend,200901,772138,888001,Downtrend,243584,364652,Downtrend,,,Downtrend,,,Downtrend,61028,84023,Downtrend,7109,10542,Downtrend,38044,41347,Downtrend,88918,88456,Uptrend,6879,10634,Downtrend,3,74,Downtrend
201312,49,Normal,1,201312,1.14101,1.1554,Uptrend,1.48,1.495,Uptrend,3.19,3.11,,1.59869,1.57511,Downtrend,10.43,10.41,Downtrend,201312,1367404,1184002,Uptrend,626753,505058,Uptrend,,,Downtrend,,,Downtrend,109328,93631,Uptrend,14064,9690,Uptrend,55790,51915,Uptrend,118584,88207,Uptrend,9586,4939,Uptrend,7,18,Downtrend
200906,46,Normal,1,200906,0.61574,0.62493,Uptrend,0.69846,0.65062,Downtrend,1.8,1.62,,1.50909,1.25443,Downtrend,12.44,13.3,Uptrend,200906,750404,726391,Uptrend,320157,286750,Uptrend,,,Downtrend,,,Downtrend,95946,104524,Downtrend,9494,7251,Uptrend,39140,33982,Uptrend,76157,68000,Uptrend,5633,5020,Uptrend,34,10,Uptrend
201406,65,Elevated,2,201406,1.17937,1.17457,Downtrend,1.345,1.33,Downtrend,4.05,4.0,,1.74489,1.79676,Uptrend,10.42,10.37,Downtrend,201406,1181422,1208532,Downtrend,552708,549855,Uptrend,,,Downtrend,,,Downtrend,117244,138919,Downtrend,12928,9852,Uptrend,50634,46359,Uptrend,93720,90197,Uptrend,4391,4311,Uptrend,7,9,Downtrend
201612,69,Elevated,2,201612,1.09307,1.08348,Downtrend,0.975,0.905,Downtrend,3.86,3.81,,1.3,1.275,Downtrend,9.91,9.67,Downtrend,201612,1506134,1235433,Uptrend,637752,465948,Uptrend,,,Downtrend,,,Downtrend,123606,114255,Uptrend,14895,11281,Uptrend,67650,60401,Uptrend,113380,83536,Uptrend,10797,6488,Uptrend,110,1,Uptrend
201503,93,Elevated,2,201503,1.24649,1.19375,Downtrend,0.98,0.92,Downtrend,4.14,4.15,,1.65057,1.59,Downtrend,11.97,11.95,Downtrend,201503,1201648,1188818,Uptrend,461999,380389,Uptrend,,,Downtrend,,,Downtrend,91552,76576,Uptrend,16316,9073,Uptrend,64765,57924,Uptrend,79760,72276,Uptrend,5150,3567,Uptrend,0,4,Downtrend
201301,40,Normal,1,201301,1.26518,1.28372,Uptrend,1.39,1.55,Uptrend,3.03,3.19,,1.38648,1.58455,Uptrend,10.83,10.99,Uptrend,201301,1291718,1360536,Downtrend,460013,593887,Downtrend,,,Downtrend,,,Downtrend,92370,103142,Downtrend,10529,12180,Downtrend,61383,57297,Uptrend,132868,115229,Uptrend,6348,8901,Downtrend,145,684,Downtrend
201210,56,Elevated,2,201210,1.16323,1.18176,Uptrend,1.365,1.33,Downtrend,2.78,2.64,,1.35818,1.38648,Uptrend,10.7,10.6,Downtrend,201210,1192580,1051348,Uptrend,465620,407516,Uptrend,,,Downtrend,,,Downtrend,92897,78515,Uptrend,12244,10867,Uptrend,50636,41012,Uptrend,112575,113924,Downtrend,4923,5516,Downtrend,428,239,Uptrend
201603,84,Elevated,2,201603,1.07869,1.02595,Downtrend,0.75,0.835,Uptrend,3.5,3.58,,1.25,1.36,Uptrend,11.61,11.42,Downtrend,201603,1406607,1335099,Uptrend,499023,440597,Uptrend,,,Downtrend,,,Downtrend,99974,82979,Uptrend,20822,11159,Uptrend,63522,58800,Uptrend,86380,68362,Uptrend,6063,3598,Uptrend,2,0,Uptrend
201401,50,Normal,1,201401,1.1554,1.13622,Downtrend,1.495,1.38,Downtrend,3.11,2.99,,1.57511,1.58455,Uptrend,10.42,9.59,Downtrend,201401,1345842,1367404,Downtrend,497205,626753,Downtrend,,,Downtrend,,,Downtrend,85714,109328,Downtrend,11464,14064,Downtrend,60373,55790,Uptrend,138983,118584,Uptrend,5741,9586,Downtrend,21,7,Uptrend
201105,60,Elevated,2,201105,1.11225,1.08444,Downtrend,2.17,1.99,Downtrend,2.39,2.39,,2.02784,2.02784,Downtrend,14.16,14.16,Downtrend,201105,1054104,1103320,Downtrend,447119,456954,Downtrend,,,Downtrend,,,Downtrend,131217,94611,Uptrend,9512,9340,Uptrend,43167,45450,Downtrend,86375,97697,Downtrend,4539,6533,Downtrend,2,1,Uptrend
201901,70,Elevated,2,201901,1.08,1.19,Uptrend,0.975,1.1,Uptrend,3.6,3.77,,2.04,1.93,Downtrend,9.42,9.65,Uptrend,201901,1624533,1603217,Uptrend,491800,644044,Downtrend,393850,302561,Uptrend,139082,105988,Uptrend,126665,144231,Downtrend,11527,13458,Downtrend,92387,85208,Uptrend,137664,119602,Uptrend,7086,13081,Downtrend,0,0,Downtrend
201106,56,Elevated,2,201106,1.08444,1.09371,Uptrend,1.99,1.93,Downtrend,2.35,2.31,,2.02784,1.97125,Downtrend,14.18,14.18,Downtrend,201106,1080066,1054104,Uptrend,490223,447119,Uptrend,,,Downtrend,,,Downtrend,108583,131217,Downtrend,12476,9512,Uptrend,47880,43167,Uptrend,98646,86375,Uptrend,5261,4539,Uptrend,0,2,Downtrend
201907,64,Elevated,2,201907,1.31,1.31,Downtrend,0.925,0.92,Downtrend,3.75,3.66,,1.8,1.59,Downtrend,9.32,9.67,Uptrend,201907,1801365,1551170,Uptrend,617321,621864,Downtrend,498539,338804,Uptrend,130455,102392,Uptrend,138086,170701,Downtrend,20601,14872,Uptrend,88545,81221,Uptrend,127315,103984,Uptrend,7545,6795,Uptrend,0,0,Downtrend
201004,52,Normal,1,201004,1.13039,1.10282,Downtrend,0.885,0.96,Uptrend,2.33,2.3,,1.32045,1.64114,Uptrend,15.26,15.2,Downtrend,201004,939013,928903,Uptrend,390638,360196,Uptrend,,,Downtrend,,,Downtrend,94417,70804,Uptrend,9170,17358,Downtrend,43034,46657,Downtrend,77745,70292,Uptrend,6459,5916,Uptrend,2,4,Downtrend
201008,47,Normal,1,201008,1.08444,1.0293,Downtrend,1.27,1.69,Uptrend,2.86,2.8,,1.35818,1.31102,Downtrend,15.64,15.1,Downtrend,201008,996899,1095047,Downtrend,361982,456012,Downtrend,,,Downtrend,,,Downtrend,75340,86537,Downtrend,13658,20156,Downtrend,44148,50467,Downtrend,78296,99208,Downtrend,7004,6388,Uptrend,8,5,Uptrend
200903,44,Normal,1,200903,0.32625,0.3768,Uptrend,0.40185,0.50232,Uptrend,0.92,0.93,,0.66023,0.74983,Uptrend,10.0,10.0,Downtrend,200903,791236,689935,Uptrend,283896,231174,Uptrend,,,Downtrend,,,Downtrend,61328,56130,Uptrend,14730,7176,Uptrend,41421,35014,Uptrend,60594,56345,Uptrend,5577,4454,Uptrend,103,0,Uptrend
201409,107,Elevated,2,201409,1.17937,1.18416,Uptrend,1.22,1.14,Downtrend,4.28,4.15,,1.66943,1.65528,Downtrend,10.02,9.84,Downtrend,201409,1098626,1362935,Downtrend,436327,480265,Downtrend,,,Downtrend,,,Downtrend,85979,95406,Downtrend,11961,27567,Downtrend,42437,47979,Downtrend,109434,94516,Uptrend,4856,6486,Downtrend,1,0,Uptrend
201101,47,Normal,1,201101,1.14005,1.10298,Downtrend,2.2,2.02,Downtrend,2.79,2.66,,1.94295,2.075,Uptrend,15.4,14.76,Downtrend,201101,1055990,1127581,Downtrend,396955,533890,Downtrend,,,Downtrend,,,Downtrend,80526,96082,Downtrend,10097,10819,Downtrend,49308,44766,Uptrend,107333,95126,Uptrend,7865,10218,Downtrend,2,0,Uptrend
201610,86,Elevated,2,201610,1.09307,1.08828,Downtrend,0.75,0.745,Downtrend,3.51,3.4,,1.32,1.395,Uptrend,10.52,10.13,Downtrend,201610,1237675,1144144,Uptrend,471598,413205,Uptrend,,,Downtrend,,,Downtrend,119033,97421,Uptrend,11017,17869,Downtrend,53083,42907,Uptrend,97974,105401,Downtrend,6022,5317,Uptrend,0,0,Downtrend
201403,75,Elevated,2,201403,1.10745,1.14581,Uptrend,1.33,1.335,Uptrend,2.98,2.96,,1.59398,1.64585,Uptrend,10.04,10.47,Uptrend,201403,1297551,1238239,Uptrend,508913,440212,Uptrend,,,Downtrend,,,Downtrend,90346,81187,Uptrend,15614,11577,Uptrend,66876,58987,Uptrend,82576,76921,Uptrend,4969,4246,Uptrend,14,22,Downtrend
201207,53,Normal,1,201207,1.01029,1.13542,Uptrend,1.42,1.305,Downtrend,1.905,2.23,,1.2167,1.32045,Uptrend,10.47,10.6,Uptrend,201207,1283611,1157739,Uptrend,481014,502674,Downtrend,,,Downtrend,,,Downtrend,89931,114364,Downtrend,15998,14077,Uptrend,55958,52558,Uptrend,120708,106250,Uptrend,5822,5099,Uptrend,14,5821,Downtrend
201805,84,Elevated,2,201805,1.13,1.1,Downtrend,1.18,1.26,Uptrend,3.88,3.76,,2.41,2.6,Uptrend,10.85,11.28,Uptrend,201805,1470891,1544248,Downtrend,533719,556681,Downtrend,330962,370121,Downtrend,100225,94826,Uptrend,218406,152229,Uptrend,8787,12030,Downtrend,62093,69572,Downtrend,90744,112647,Downtrend,4863,7359,Downtrend,1,0,Uptrend
201010,96,Elevated,2,201010,1.0659,1.17713,Uptrend,1.88,2.17,Uptrend,2.77,2.8,,1.60341,1.80148,Uptrend,16.28,15.8,Downtrend,201010,978913,947585,Uptrend,410399,447797,Downtrend,,,Downtrend,,,Downtrend,92987,71215,Uptrend,9647,12752,Downtrend,45972,34775,Uptrend,87077,90846,Downtrend,6024,5751,Uptrend,0,2,Downtrend
201502,83,Elevated,2,201502,1.20813,1.24649,Uptrend,1.075,0.985,Downtrend,4.12,4.14,,1.53739,1.6317,Uptrend,12.54,12.0,Downtrend,201502,1188818,1252608,Downtrend,380389,448133,Downtrend,,,Downtrend,,,Downtrend,76576,94529,Downtrend,9073,13037,Downtrend,57924,64780,Downtrend,72276,129274,Downtrend,3567,6391,Downtrend,4,3,Uptrend
201909,154,High,3,201909,1.3,1.32,Uptrend,0.885,0.88,Downtrend,3.43,3.45,,1.38,1.56,Uptrend,8.74,9.14,Uptrend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201709,80,Elevated,2,201709,1.175,1.175,Downtrend,1.185,1.17,Downtrend,3.89,3.87,,1.975,2.18,Uptrend,10.25,10.04,Downtrend,201709,1320050,1559283,Downtrend,464113,477817,Downtrend,289803,458502,Downtrend,117359,155871,Downtrend,128319,118131,Uptrend,13738,21152,Downtrend,48314,53415,Downtrend,114852,88231,Uptrend,5458,6987,Downtrend,1,2,Downtrend
201112,44,Normal,1,201112,0.89907,0.91761,Uptrend,1.555,1.51,Downtrend,1.725,1.735,,1.35347,1.41477,Uptrend,10.46,10.16,Downtrend,201112,1216637,1027787,Uptrend,560480,414851,Uptrend,,,Downtrend,,,Downtrend,102226,89970,Uptrend,12264,14584,Downtrend,47529,48158,Downtrend,96626,80355,Uptrend,9645,5423,Uptrend,6,1,Uptrend
201908,81,Elevated,2,201908,1.31,1.3,Downtrend,0.92,0.89,Downtrend,3.64,3.43,,1.6,1.39,Downtrend,9.37,8.83,Downtrend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201405,74,Elevated,2,201405,1.1506,1.17937,Uptrend,1.335,1.345,Uptrend,3.7,4.05,,1.72602,1.74017,Uptrend,10.46,10.41,Downtrend,201405,1208532,1245307,Downtrend,549855,511901,Uptrend,,,Downtrend,,,Downtrend,138919,103761,Uptrend,9852,12344,Downtrend,46359,48813,Downtrend,90197,110476,Downtrend,4311,6295,Downtrend,9,6,Uptrend
201604,81,Elevated,2,201604,1.03075,1.08828,Uptrend,0.825,0.815,Downtrend,3.58,3.52,,1.36,1.5,Uptrend,11.38,11.5,Uptrend,201604,1393975,1406607,Downtrend,516059,499023,Uptrend,,,Downtrend,,,Downtrend,121482,99974,Uptrend,12264,20822,Downtrend,52572,63522,Downtrend,105445,86380,Uptrend,6315,6063,Uptrend,1,2,Downtrend
201905,81,Elevated,2,201905,1.2,1.24,Uptrend,0.965,0.87,Downtrend,3.88,3.7,,1.92,1.88,Downtrend,9.68,9.11,Downtrend,201905,1487676,1596631,Downtrend,535207,554419,Downtrend,349837,389367,Downtrend,102711,104687,Downtrend,202148,145837,Uptrend,8729,14102,Downtrend,69200,75426,Downtrend,94995,124186,Downtrend,4967,7249,Downtrend,0,0,Downtrend
201206,51,Normal,1,201206,0.97322,1.00566,Uptrend,1.5,1.41,Downtrend,1.86,1.895,,1.19312,1.2167,Uptrend,10.39,10.37,Downtrend,201206,1157739,1146448,Uptrend,502674,490836,Uptrend,,,Downtrend,,,Downtrend,114364,142003,Downtrend,14077,8702,Uptrend,52558,46711,Uptrend,106250,84044,Uptrend,5099,4469,Uptrend,5821,3,Uptrend
201810,80,Elevated,2,201810,1.1,1.05,Downtrend,1.06,0.88,Downtrend,3.76,3.78,,2.08,1.89,Downtrend,9.74,9.48,Downtrend,201810,1467380,1415149,Uptrend,533250,497316,Uptrend,314537,309748,Uptrend,127966,124766,Uptrend,140584,126605,Uptrend,10437,11098,Downtrend,62262,56057,Uptrend,109289,123417,Downtrend,6140,6151,Downtrend,0,3,Downtrend
200907,50,Normal,1,200907,0.62953,0.80873,Uptrend,0.65062,0.80849,Uptrend,1.65,1.85,,1.25443,1.20727,Downtrend,13.16,13.5,Uptrend,200907,882107,750404,Uptrend,327832,320157,Uptrend,,,Downtrend,,,Downtrend,87003,95946,Downtrend,14654,9494,Uptrend,45315,39140,Uptrend,91338,76157,Uptrend,7372,5633,Uptrend,30,34,Downtrend
200912,36,Normal,1,200912,0.97416,1.10282,Uptrend,1.08,1.26,Uptrend,2.03,2.27,,1.19784,1.43364,Uptrend,13.36,14.88,Uptrend,200912,972233,830173,Uptrend,434660,321009,Uptrend,,,Downtrend,,,Downtrend,91153,66228,Uptrend,9917,10364,Downtrend,42170,43839,Downtrend,92248,77327,Uptrend,10514,6258,Uptrend,2,2,Downtrend
201904,71,Elevated,2,201904,1.19,1.2,Uptrend,1.04,0.985,Downtrend,3.77,3.9,,1.93,1.93,Downtrend,9.75,9.68,Downtrend,201904,1596631,1564642,Uptrend,554419,530293,Uptrend,389367,365213,Uptrend,104687,131235,Downtrend,145837,128591,Uptrend,14102,15024,Downtrend,75426,91111,Downtrend,124186,83728,Uptrend,7249,6112,Uptrend,0,0,Downtrend
201211,46,Normal,1,201211,1.1864,1.22347,Uptrend,1.325,1.28,Downtrend,2.61,2.62,,1.38648,1.30159,Downtrend,10.51,10.71,Uptrend,201211,1212079,1192580,Uptrend,484855,465620,Uptrend,,,Downtrend,,,Downtrend,93535,92897,Uptrend,9208,12244,Downtrend,52503,50636,Uptrend,93863,112575,Downtrend,5411,4923,Uptrend,395,428,Downtrend
201811,69,Elevated,2,201811,1.06,1.07,Uptrend,0.885,0.97,Uptrend,3.78,3.62,,1.9,2.03,Uptrend,9.5,9.51,Uptrend,201811,1406985,1467380,Downtrend,514632,533250,Downtrend,280164,314537,Downtrend,124453,127966,Downtrend,142818,140584,Uptrend,10396,10437,Downtrend,75545,62262,Uptrend,85322,109289,Downtrend,6096,6140,Downtrend,1,0,Uptrend
201804,76,Elevated,2,201804,1.14,1.14,Downtrend,1.09,1.17,Uptrend,3.74,3.87,,2.35,2.4,Uptrend,10.9,10.88,Downtrend,201804,1544248,1584406,Downtrend,556681,553248,Uptrend,370121,349144,Uptrend,94826,132206,Downtrend,152229,130137,Uptrend,12030,20025,Downtrend,69572,85412,Downtrend,112647,96834,Uptrend,7359,6658,Uptrend,0,1,Downtrend
201506,64,Elevated,2,201506,1.22251,1.2369,Uptrend,0.92,0.895,Downtrend,4.09,3.9,,1.59,1.575,Downtrend,11.27,10.73,Downtrend,201506,1184747,1222836,Downtrend,496392,512074,Downtrend,,,Downtrend,,,Downtrend,121413,151623,Downtrend,9962,10058,Downtrend,55325,48014,Uptrend,95694,85227,Uptrend,4061,4675,Downtrend,0,3,Downtrend
201102,51,Normal,1,201102,1.11225,1.08444,Downtrend,2.04,1.91,Downtrend,2.64,2.38,,2.01841,1.93352,Downtrend,14.76,13.62,Downtrend,201102,990118,1055990,Downtrend,377595,396955,Downtrend,,,Downtrend,,,Downtrend,65802,80526,Downtrend,10652,10097,Uptrend,43634,49308,Downtrend,63345,107333,Downtrend,3911,7865,Downtrend,1,2,Downtrend
201812,69,Elevated,2,201812,1.09,1.08,Downtrend,0.98,0.975,Downtrend,3.63,3.6,,2.01,2.04,Uptrend,9.7,9.42,Downtrend,201812,1603217,1406985,Uptrend,644044,514632,Uptrend,302561,280164,Uptrend,105988,124453,Downtrend,144231,142818,Uptrend,13458,10396,Uptrend,85208,75545,Uptrend,119602,85322,Uptrend,13081,6096,Uptrend,0,1,Downtrend
201108,53,Normal,1,201108,1.10298,1.03346,Downtrend,1.93,1.665,Downtrend,2.34,2.01,,1.98068,1.58455,Downtrend,14.22,11.04,Downtrend,201108,1178511,1273870,Downtrend,449333,497719,Downtrend,,,Downtrend,,,Downtrend,78694,93197,Downtrend,13462,22187,Downtrend,43228,53651,Downtrend,84622,112000,Downtrend,5213,7462,Downtrend,0,92,Downtrend
201807,74,Elevated,2,201807,1.07,1.09,Uptrend,1.23,1.28,Uptrend,3.53,3.86,,2.37,2.34,Downtrend,10.71,9.86,Downtrend,201807,1732896,1544679,Uptrend,583679,648291,Downtrend,470287,316668,Uptrend,125988,98947,Uptrend,145372,179143,Downtrend,19564,11585,Uptrend,76824,70117,Uptrend,126694,105641,Uptrend,8272,5295,Uptrend,2,1,Uptrend
201311,49,Normal,1,201311,1.22347,1.14101,Downtrend,1.525,1.47,Downtrend,3.11,3.2,,1.61284,1.60341,Downtrend,10.45,10.46,Uptrend,201311,1184002,1203746,Downtrend,505058,512989,Downtrend,,,Downtrend,,,Downtrend,93631,93071,Uptrend,9690,15847,Downtrend,51915,50080,Uptrend,88207,108089,Downtrend,4939,4929,Uptrend,18,20,Downtrend
201103,49,Normal,1,201103,1.08444,1.11225,Uptrend,1.93,2.05,Uptrend,2.42,2.49,,1.93352,1.97125,Uptrend,13.64,13.68,Uptrend,201103,1071960,990118,Uptrend,434867,377595,Uptrend,,,Downtrend,,,Downtrend,74389,65802,Uptrend,17157,10652,Uptrend,56454,43634,Uptrend,73806,63345,Uptrend,5544,3911,Uptrend,1,1,Downtrend
200908,60,Elevated,2,200908,0.80873,0.79954,Downtrend,0.81327,0.96636,Uptrend,1.87,2.06,,1.22614,1.245,Uptrend,13.48,12.86,Downtrend,200908,844649,882107,Downtrend,289154,327832,Downtrend,,,Downtrend,,,Downtrend,73878,87003,Downtrend,12389,14654,Downtrend,40065,45315,Downtrend,77091,91338,Downtrend,6806,7372,Downtrend,0,30,Downtrend
201708,66,Elevated,2,201708,1.19,1.175,Downtrend,1.165,1.185,Uptrend,3.97,3.9,,2.02,2.0,Downtrend,10.33,10.31,Downtrend,201708,1559283,1632135,Downtrend,477817,560387,Downtrend,458502,455964,Uptrend,155871,121532,Uptrend,118131,123743,Downtrend,21152,20463,Uptrend,53415,66833,Downtrend,88231,122061,Downtrend,6987,6964,Uptrend,2,1,Uptrend
201111,42,Normal,1,201111,0.97322,0.88516,Downtrend,1.71,1.505,Downtrend,2.0,1.66,,1.52324,1.29216,Downtrend,11.54,10.26,Downtrend,201111,1027787,1085193,Downtrend,414851,437413,Downtrend,,,Downtrend,,,Downtrend,89970,95389,Downtrend,14584,9542,Uptrend,48158,47929,Uptrend,80355,95623,Downtrend,5423,6052,Downtrend,1,2,Downtrend
201706,73,Elevated,2,201706,1.13,1.155,Uptrend,1.175,1.085,Downtrend,3.97,3.93,,1.45,2.0,Uptrend,10.0,10.12,Uptrend,201706,1387601,1363897,Uptrend,567156,502134,Uptrend,283320,298939,Downtrend,102427,106798,Downtrend,156862,195198,Downtrend,12753,10189,Uptrend,64461,54290,Uptrend,98259,83916,Uptrend,4433,4792,Downtrend,2,0,Uptrend
201110,53,Normal,1,201110,0.93614,0.97322,Uptrend,1.51,1.735,Uptrend,2.0,2.02,,1.30159,1.53267,Uptrend,11.25,11.72,Uptrend,201110,1085193,1033747,Uptrend,437413,450741,Downtrend,,,Downtrend,,,Downtrend,95389,76611,Uptrend,9542,13020,Downtrend,47929,37354,Uptrend,95623,96987,Downtrend,6052,5942,Uptrend,2,25,Downtrend
201801,62,Elevated,2,201801,1.23,1.26,Uptrend,1.32,1.35,Uptrend,3.91,3.82,,2.02,2.16,Uptrend,10.64,11.31,Uptrend,201801,1563359,1569616,Downtrend,495111,641734,Downtrend,358429,305363,Uptrend,139610,107072,Uptrend,133622,146232,Downtrend,13833,14639,Downtrend,81781,73679,Uptrend,128660,118557,Uptrend,7443,11589,Downtrend,4,3,Uptrend
201508,90,Elevated,2,201508,1.20334,1.19854,Downtrend,0.88,0.77,Downtrend,3.94,3.72,,1.59,1.5,Downtrend,10.59,9.92,Downtrend,201508,1445062,1519233,Downtrend,444137,579570,Downtrend,,,Downtrend,,,Downtrend,101316,106930,Downtrend,22048,20337,Uptrend,49943,56524,Downtrend,96655,113551,Downtrend,6111,5398,Uptrend,1,1,Downtrend
